image_id,path,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
088451.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\088451.jpg,100.91286307053942,94.19913419913419,149.7759336099585,91.98268398268398,123.21991701244814,136.3116883116883,111.53526970954357,150.71861471861473,146.58921161825725,148.5021645021645
113954.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\113954.jpg,101.07012987012988,101.07012987012988,161.57922077922078,94.42077922077922,142.2961038961039,133.65194805194804,102.4,155.5948051948052,166.23376623376623,144.95584415584415
008587.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\008587.jpg,100.67415730337079,100.44843049327353,149.5730337078652,88.96860986547085,134.04044943820224,121.68609865470852,120.80898876404495,154.40358744394618,160.50337078651688,143.49775784753362
058381.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\058381.jpg,105.87654320987653,100.75801749271137,157.23456790123456,97.77259475218659,152.49382716049382,129.1195335276968,107.45679012345678,155.24198250728864,162.76543209876542,151.51020408163265
021682.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\021682.jpg,127.54770318021201,92.61176470588235,180.91872791519435,89.6,156.4946996466431,124.98823529411764,135.68904593639576,146.0705882352941,179.1095406360424,146.8235294117647
048967.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\048967.jpg,100.32432432432432,100.84848484848484,155.67567567567568,104.29629629629629,125.40540540540542,124.98316498316498,96.86486486486487,155.15151515151516,155.67567567567568,158.5993265993266
157754.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\157754.jpg,100.73182957393483,105.09473684210526,148.85213032581453,101.05263157894737,128.32080200501252,136.7578947368421,112.92230576441102,161.68421052631578,149.49373433583958,158.31578947368422
058326.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\058326.jpg,100.62427745664739,100.62427745664739,157.59537572254334,93.22543352601156,133.91907514450867,134.65895953757226,102.84393063583815,153.8959537572254,156.11560693641619,147.97687861271675
091417.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\091417.jpg,101.16838487972508,101.16838487972508,155.71134020618555,95.01030927835052,129.31958762886597,136.3573883161512,103.80756013745705,155.71134020618555,163.62886597938143,149.553264604811
009209.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\009209.jpg,120.32000000000001,87.80400890868596,200.96,91.2249443207127,165.12,124.00890868596882,129.70666666666668,157.3630289532294,188.16000000000003,156.22271714922047
066837.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\066837.jpg,100.76595744680851,100.76595744680851,151.60283687943263,98.04255319148936,127.09219858156028,128.9078014184397,108.02836879432624,155.23404255319147,151.60283687943263,150.6950354609929
154981.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\154981.jpg,101.16838487972508,101.16838487972508,155.71134020618555,101.16838487972508,126.68041237113403,130.19931271477662,108.20618556701031,155.71134020618555,152.19243986254295,155.71134020618555
056223.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\056223.jpg,100.68187919463087,100.81720430107528,159.44161073825504,105.63440860215054,127.48456375838926,139.35483870967744,96.55838926174496,153.80645161290323,158.75436241610737,160.34408602150538
001440.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\001440.jpg,100.61135371179039,101.28695652173913,148.6812227074236,113.5304347826087,126.32314410480349,139.1304347826087,90.55021834061135,155.82608695652175,136.38427947598254,165.84347826086957
033578.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\033578.jpg,116.74725274725276,100.22641509433961,178.63736263736266,88.15094339622641,161.75824175824178,129.2075471698113,122.37362637362638,154.56603773584905,188.4835164835165,141.2830188679245
161784.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\161784.jpg,100.70142180094787,100.22641509433961,161.36492890995262,130.41509433962264,100.70142180094787,128.0,71.58293838862559,154.56603773584905,107.98104265402844,175.0943396226415
131410.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\131410.jpg,100.31347962382445,100.31347962382445,151.67398119122257,109.94357366771159,117.96865203761755,138.03134796238243,90.6833855799373,151.67398119122257,141.24137931034483,164.5141065830721
177000.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\177000.jpg,100.73646209386283,94.67169811320755,145.09747292418774,95.63773584905661,134.93140794223828,113.02641509433963,111.82671480144404,151.66792452830188,146.94584837545128,151.66792452830188
053723.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\053723.jpg,101.25373134328358,100.67415730337079,161.43283582089552,104.50936329588015,132.77611940298507,119.8501872659176,106.98507462686567,155.32584269662922,151.88059701492537,159.16104868913857
164806.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\164806.jpg,90.45333333333333,103.63373493975905,160.42666666666668,104.86746987951808,122.88000000000001,128.92530120481928,92.16000000000001,159.7686746987952,156.16,158.53493975903615
092363.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\092363.jpg,101.09554140127389,100.77460317460317,154.9044585987261,99.14920634920635,138.59872611464968,135.72063492063492,99.46496815286625,155.2253968253968,160.6114649681529,148.72380952380954
079554.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\079554.jpg,100.69667318982387,100.89411764705882,152.29745596868884,88.84705882352941,127.74951076320939,121.97647058823529,106.70841487279843,152.59607843137255,161.31506849315068,143.5607843137255
120348.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\120348.jpg,100.72131147540983,100.72131147540983,152.13114754098362,98.09836065573771,132.72131147540983,133.7704918032787,105.9672131147541,155.27868852459017,155.27868852459017,151.08196721311475
008947.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\008947.jpg,78.87567567567568,100.70142180094787,135.61081081081082,98.88151658767774,102.4,126.18009478672987,85.7945945945946,155.29857819905214,130.76756756756757,153.478672985782
123111.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\123111.jpg,75.29411764705883,100.62427745664739,139.0726643598616,98.40462427745665,108.06920415224914,142.05780346820808,81.49480968858131,155.3757225433526,138.18685121107268,151.67630057803467
001010.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\001010.jpg,100.91286307053942,100.26666666666667,154.02489626556016,96.0,131.71784232365144,133.33333333333334,104.09958506224066,154.66666666666666,157.21161825726142,150.4
189604.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\189604.jpg,100.84848484848484,99.90243902439025,159.8060606060606,101.46341463414635,122.56969696969696,138.9268292682927,94.64242424242424,152.97560975609755,164.46060606060607,156.09756097560975
064792.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\064792.jpg,100.31347962382445,100.31347962382445,145.2539184952978,99.51097178683385,123.58620689655172,134.82131661442006,104.32601880877742,154.08150470219437,138.03134796238243,154.08150470219437
015351.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\015351.jpg,100.80000000000001,96.82051282051282,148.8,106.66666666666666,123.2,131.28205128205127,92.80000000000001,150.97435897435898,136.0,162.46153846153845
001408.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\001408.jpg,100.76595744680851,100.76595744680851,151.60283687943263,104.39716312056737,120.73758865248227,134.354609929078,101.67375886524823,155.23404255319147,147.97163120567376,157.95744680851064
170001.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\170001.jpg,100.67984189723319,100.67984189723319,148.23715415019763,98.15019762845849,126.2292490118577,127.49407114624505,107.00395256916995,154.05533596837944,145.7075098814229,152.7905138339921
185868.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\185868.jpg,101.27946127946127,100.67899159663867,152.56565656565655,99.81848739495798,128.0,130.7966386554622,112.05387205387206,155.32100840336136,146.1010101010101,154.03025210084036
089899.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\089899.jpg,100.91286307053942,100.26666666666667,154.02489626556016,112.0,125.34439834024896,142.93333333333334,86.04149377593362,153.6,140.21576763485479,166.4
021705.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\021705.jpg,100.78740157480314,100.78740157480314,148.15748031496062,99.77952755905511,125.98425196850394,139.08661417322836,106.83464566929133,154.20472440944883,145.13385826771653,154.20472440944883
097242.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\097242.jpg,101.36040609137055,101.36040609137055,153.34010152284262,102.65989847715736,140.3451776649746,140.3451776649746,92.26395939086294,155.93908629441623,149.44162436548223,157.23857868020303
195488.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\195488.jpg,81.45454545454545,100.84848484848484,126.06060606060606,118.94949494949495,82.42424242424242,143.94612794612794,91.15151515151516,155.15151515151516,148.36363636363637,170.66666666666666
073922.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\073922.jpg,100.86015037593985,92.31226765799256,142.82105263157897,89.45724907063196,111.25413533834588,127.52416356877323,108.94436090225564,157.0260223048327,136.66165413533835,157.0260223048327
165168.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\165168.jpg,100.44686648501362,103.5505617977528,153.46049046321525,98.51685393258427,131.13896457765668,143.82022471910113,94.16893732970027,158.20224719101122,139.50953678474113,154.6067415730337
011726.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\011726.jpg,100.80829015544042,100.28865979381443,151.21243523316062,104.24742268041237,126.01036269430053,131.95876288659792,103.46113989637306,154.39175257731958,141.92746113989637,157.03092783505156
191640.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\191640.jpg,100.66019417475728,100.66019417475728,159.06796116504853,111.84466019417475,123.02912621359222,140.4271844660194,93.20388349514562,155.3398058252427,154.09708737864077,165.28155339805824
075298.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\075298.jpg,100.6829268292683,100.6829268292683,142.82926829268294,81.17073170731707,123.31707317073172,125.65853658536585,128.0,149.85365853658539,156.8780487804878,135.8048780487805
117987.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\117987.jpg,100.70142180094787,100.22641509433961,151.65876777251185,88.15094339622641,129.81990521327015,119.54716981132076,110.40758293838863,153.35849056603772,161.36492890995262,142.49056603773585
171723.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\171723.jpg,96.25065274151436,100.71065989847715,152.39686684073106,99.41116751269034,122.31853785900783,129.9492385786802,101.59791122715404,153.98984771573603,151.06005221932116,153.98984771573603
071310.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\071310.jpg,86.08849557522123,101.16129032258064,144.99115044247787,94.96774193548387,115.53982300884955,130.06451612903226,92.88495575221239,152.7741935483871,149.52212389380531,148.64516129032256
036147.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\036147.jpg,110.76379690949227,88.295010845987,165.58057395143487,105.50976138828634,135.6291390728477,136.6073752711497,99.46136865342163,147.1583514099783,142.41059602649005,159.37527114967463
061439.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\061439.jpg,89.07836990595611,122.98932384341636,146.858934169279,113.87900355871885,110.74608150470219,155.78647686832738,101.91849529780563,194.9608540925267,144.4514106583072,191.31672597864767
015314.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\015314.jpg,100.64957264957266,100.64957264957266,152.0683760683761,112.6837606837607,119.24786324786326,136.75213675213678,92.991452991453,155.35042735042737,140.03418803418805,163.00854700854703
116731.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\116731.jpg,104.60913705583755,100.63882063882063,161.13705583756345,97.49385749385749,139.6954314720812,132.08845208845207,103.30964467005076,155.36117936117935,170.88324873096445,149.7002457002457
015900.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\015900.jpg,100.95774647887325,100.95774647887325,160.45070422535213,104.56338028169014,126.19718309859155,140.61971830985917,99.15492957746478,155.04225352112675,160.45070422535213,158.64788732394368
084915.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\084915.jpg,94.80000000000001,100.69806094182826,156.0,91.4792243767313,132.4,129.06371191135733,106.80000000000001,153.8836565096953,164.4,146.0831024930748
011854.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\011854.jpg,99.3895373973195,100.5988845988846,147.97751837440552,96.86486486486487,112.78166882836143,132.66752466752467,108.02248162559447,155.2912912912913,153.62213575443147,150.56885456885456
096375.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\096375.jpg,100.72131147540983,101.27472527472528,158.07650273224044,109.71428571428572,125.90163934426229,150.5054945054945,93.72677595628416,151.9120879120879,149.6830601092896,164.57142857142858
098973.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\098973.jpg,100.32432432432432,100.84848484848484,153.94594594594597,99.98653198653199,125.40540540540542,129.2929292929293,107.24324324324326,154.28956228956227,146.16216216216216,154.28956228956227
152880.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\152880.jpg,100.74393530997305,101.01621621621622,151.1159029649596,96.17297297297299,125.58490566037736,125.23243243243243,113.16442048517521,152.9081081081081,149.73584905660377,150.83243243243243
151139.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\151139.jpg,100.6306695464363,100.9655172413793,153.1576673866091,96.0,131.5939524838013,135.17241379310346,110.58315334773219,155.58620689655172,151.4989200863931,148.9655172413793
076239.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\076239.jpg,100.84848484848484,100.84848484848484,151.27272727272728,92.12121212121212,142.54545454545456,124.12121212121212,109.57575757575758,155.15151515151516,160.96969696969697,146.42424242424244
014249.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\014249.jpg,104.15686274509804,100.22641509433961,158.11764705882354,107.47169811320754,135.52941176470588,152.1509433962264,91.6078431372549,153.35849056603772,151.84313725490196,161.81132075471697
196296.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\196296.jpg,97.8488888888889,101.28695652173913,146.77333333333334,77.91304347826087,125.15555555555555,129.11304347826086,128.5688888888889,152.48695652173913,174.08,132.45217391304348
029017.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\029017.jpg,100.352,100.75502008032127,150.528,96.64257028112449,114.688,128.51405622489958,108.544,154.2168674698795,154.624,151.1325301204819
177912.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\177912.jpg,100.12444444444445,100.12444444444445,141.08444444444444,97.8488888888889,105.81333333333333,134.2577777777778,109.22666666666666,154.73777777777778,143.36,149.04888888888888
019658.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\019658.jpg,104.63878326996198,100.54380664652568,162.5551330798479,101.70392749244714,135.30038022813687,137.66767371601208,106.09885931558935,151.97583081570997,154.7680608365019,156.2296072507553
059042.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\059042.jpg,100.72131147540983,101.27472527472528,137.0928961748634,82.98901098901099,103.51912568306011,109.71428571428572,109.11475409836065,146.2857142857143,139.89071038251367,137.84615384615387
031699.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\031699.jpg,65.48837209302326,100.22641509433961,129.48837209302326,89.35849056603773,89.30232558139535,130.41509433962264,80.37209302325581,152.1509433962264,135.44186046511626,143.69811320754715
180964.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\180964.jpg,100.70142180094787,96.54501216545012,151.0521327014218,90.31630170316302,128.0,123.95133819951339,108.5876777251185,152.60340632603408,155.29857819905214,146.37469586374695
154118.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\154118.jpg,97.88235294117646,100.62427745664739,153.6,97.66473988439306,126.49411764705883,125.78034682080924,103.90588235294118,152.41618497109826,149.08235294117648,152.41618497109826
008620.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\008620.jpg,103.88405797101449,100.48598130841121,150.26086956521738,98.69158878504672,139.1304347826087,132.18691588785046,108.83091787439614,153.1214953271028,152.1159420289855,153.1214953271028
105426.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\105426.jpg,100.33699633699634,100.33699633699634,150.97435897435898,91.8974358974359,121.9047619047619,129.4065934065934,116.27838827838828,154.72527472527472,152.84981684981685,146.28571428571428
019584.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\019584.jpg,94.4167916041979,100.69724770642202,161.19940029985008,96.0,132.7976011994003,131.8165137614679,109.76911544227886,151.7798165137615,158.89655172413794,150.60550458715596
030588.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\030588.jpg,101.01960784313725,83.70572207084469,146.8235294117647,72.54495912806539,128.0,113.70027247956403,116.70588235294117,138.81198910081744,150.58823529411765,133.2316076294278
126698.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\126698.jpg,100.6810551558753,91.0076726342711,159.61630695443645,92.97186700767264,135.67386091127096,110.64961636828646,106.82014388489208,149.27877237851663,157.7745803357314,147.96930946291562
064563.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\064563.jpg,100.65454545454546,100.65454545454546,155.34545454545454,101.23636363636363,126.25454545454545,133.8181818181818,104.72727272727272,155.34545454545454,153.6,153.6
008463.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\008463.jpg,100.84848484848486,99.84,160.32323232323233,115.2,126.70707070707071,148.48,87.91919191919193,153.6,142.22222222222223,168.96
143098.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\143098.jpg,100.84848484848486,100.84848484848486,150.76679841897234,105.57048748353097,126.81949934123848,136.26350461133072,100.84848484848486,155.48880105401844,142.67193675889328,157.1752305665349
178680.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\178680.jpg,95.11335012594458,100.69724770642202,155.72795969773298,97.76146788990826,124.13098236775818,134.1651376146789,102.20654911838791,155.30275229357798,155.0831234256927,152.36697247706422
144665.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\144665.jpg,100.70142180094787,100.22641509433961,151.65876777251185,99.0188679245283,118.9004739336493,131.62264150943395,103.12796208530807,154.56603773584905,146.80568720379148,153.35849056603772
201832.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\201832.jpg,100.69333333333334,100.69333333333334,147.62666666666667,116.90666666666668,116.05333333333334,132.26666666666668,90.45333333333333,155.30666666666667,119.46666666666667,164.69333333333336
113689.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\113689.jpg,100.64957264957266,100.36363636363636,150.24501424501426,97.45454545454545,129.82336182336184,128.0,109.40170940170941,154.9090909090909,151.70370370370372,146.9090909090909
022571.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\022571.jpg,100.64957264957266,100.64957264957266,153.1623931623932,101.1965811965812,126.90598290598292,138.94017094017096,106.66666666666667,153.70940170940173,144.95726495726498,155.8974358974359
076223.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\076223.jpg,101.0326409495549,100.57142857142857,145.85163204747775,100.57142857142857,110.90801186943621,124.95238095238095,99.513353115727,155.42857142857142,143.57270029673592,151.61904761904762
070911.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\070911.jpg,101.72185430463576,101.72185430463576,152.58278145695365,113.58940397350993,110.19867549668874,137.32450331125827,86.4635761589404,152.58278145695365,139.01986754966887,167.841059602649
007047.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\007047.jpg,125.84672897196262,80.16161616161615,173.21869158878505,84.04040404040404,154.5570093457944,112.91582491582491,126.32523364485982,141.79124579124579,156.94953271028038,142.22222222222223
001002.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\001002.jpg,26.613861386138613,104.25806451612902,89.98019801980197,109.41935483870968,31.683168316831683,146.5806451612903,31.683168316831683,160.0,95.04950495049505,166.19354838709677
007789.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\007789.jpg,100.76595744680851,100.76595744680851,150.6950354609929,106.2127659574468,128.0,132.53900709219857,99.8581560283688,155.23404255319147,140.70921985815602,158.86524822695034
189313.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\189313.jpg,100.74393530997305,101.01621621621622,151.80592991913747,103.78378378378379,125.58490566037736,123.15675675675676,101.43396226415095,155.67567567567568,146.9757412398922,157.75135135135136
193111.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\193111.jpg,100.8268156424581,100.8268156424581,160.89385474860336,99.39664804469274,131.5754189944134,140.87150837988827,98.68156424581007,153.74301675977654,163.0391061452514,153.74301675977654
052744.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\052744.jpg,100.68430335097001,100.50704225352113,146.73721340388005,97.35211267605634,129.58024691358025,128.0,107.90828924162257,152.7887323943662,144.02821869488537,151.88732394366198
000984.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\000984.jpg,101.09554140127389,100.77460317460317,158.16560509554142,91.02222222222223,128.0,127.5936507936508,112.50955414012739,153.6,170.39490445859875,145.47301587301587
191762.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\191762.jpg,101.51724137931035,100.62427745664739,157.42528735632183,99.14450867052022,126.52873563218391,136.1387283236994,101.51724137931035,152.41618497109826,153.01149425287355,153.8959537572254
047345.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\047345.jpg,100.75098193244305,100.75098193244305,142.98193244304792,101.75648075412413,106.78397486252946,134.73684210526318,105.7784760408484,153.23802042419481,148.00942655145326,156.45561665357425
006108.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\006108.jpg,100.7349593495935,100.48208469055375,128.20813008130082,86.30618892508144,100.7349593495935,112.99022801302932,110.3089430894309,147.17915309446255,128.20813008130082,140.92508143322476
011599.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\011599.jpg,101.36040609137055,101.36040609137055,159.83756345177665,93.56345177664974,133.8477157360406,133.8477157360406,103.95939086294416,155.93908629441623,174.13197969543145,148.14213197969542
045717.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\045717.jpg,100.12444444444445,100.12444444444445,149.04888888888888,103.53777777777778,118.32888888888888,136.53333333333333,105.81333333333333,154.73777777777778,139.94666666666666,158.1511111111111
006331.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\006331.jpg,102.72100313479623,100.82461538461538,153.68025078369905,102.4,137.22884012539186,129.18153846153845,104.32601880877742,155.56923076923076,149.26645768025077,155.56923076923076
184621.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\184621.jpg,77.91304347826086,100.77460317460317,138.62450592885375,92.64761904761905,105.23320158102766,123.53015873015873,90.05533596837944,154.4126984126984,148.74308300395256,147.0984126984127
090139.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\090139.jpg,101.01960784313725,100.63882063882063,157.49019607843138,90.57493857493857,134.27450980392157,128.31449631449632,114.82352941176471,154.1031941031941,171.2941176470588,145.2972972972973
175334.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\175334.jpg,97.76051779935275,119.78867924528302,158.23948220064725,119.78867924528302,130.89967637540454,170.988679245283,95.27508090614887,198.03773584905662,147.46925566343043,196.1056603773585
035423.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\035423.jpg,110.67986798679868,100.40718562874252,161.37293729372936,88.91017964071857,158.83828382838283,134.89820359281438,108.99009900990099,154.82634730538922,164.75247524752476,141.02994011976048
035934.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\035934.jpg,100.64957264957265,100.4778156996587,155.35042735042734,96.54607508532423,133.03247863247864,137.1740614334471,107.65128205128205,153.77474402730377,156.66324786324788,151.15358361774744
115537.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\115537.jpg,100.90510948905109,100.72131147540983,153.6934306569343,96.52459016393442,121.92700729927007,130.56466302367943,112.11678832116787,151.08196721311475,144.8175182481752,151.08196721311475
032724.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\032724.jpg,100.81853281853282,100.21705426356588,145.2972972972973,81.36434108527132,145.2972972972973,121.05426356589147,118.61003861003861,149.8294573643411,155.18146718146718,135.93798449612402
065242.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\065242.jpg,101.09554140127389,100.77460317460317,144.30573248407643,93.46031746031746,124.73885350318471,125.96825396825396,113.32484076433121,150.34920634920636,144.30573248407643,147.9111111111111
071158.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\071158.jpg,98.06101694915255,68.26666666666668,188.31186440677965,59.12380952380953,143.1864406779661,102.4,108.47457627118644,133.4857142857143,183.9728813559322,131.04761904761907
042286.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\042286.jpg,100.64957264957265,100.4778156996587,149.22393162393163,100.4778156996587,125.15555555555555,135.42662116040955,99.77435897435898,155.08532423208192,155.35042735042734,151.59044368600684
042549.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\042549.jpg,100.72131147540983,101.27472527472528,144.08743169398906,98.46153846153847,130.0983606557377,133.62637362637363,106.31693989071039,156.13186813186815,145.4863387978142,151.9120879120879
028603.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\028603.jpg,101.36040609137055,101.36040609137055,159.83756345177665,96.16243654822334,146.84263959390861,135.1472081218274,103.95939086294416,155.93908629441623,163.73604060913704,150.74111675126903
134338.jpg,D:\МФТИ\DL\arcface_mainset_cropped_1\134338.jpg,101.51724137931035,100.62427745664739,151.54022988505747,103.58381502890172,128.0,134.65895953757226,101.51724137931035,155.3757225433526,147.1264367816092,155.3757225433526
